,name,id,level,parent_id
836,Zoos-Aquariums-Preserves,1009,3,119
837,Business & Personal Listings,377,3,527
838,Calculators & Reference Tools,691,3,980
839,Dictionaries & Encyclopedias,692,3,980
840,Educational Resources,374,3,980
841,Forms Guides & Templates,693,3,980
842,"How-To, DIY & Expert Content",694,3,980
843,Public Records,1136,3,980
844,Time & Calendars,695,3,980
845,City & Local Guides,1014,3,1084
846,Maps,268,3,1084
847,History,433,3,474
848,Myth & Folklore,609,3,474
849,Philosophy,1093,3,474
850,Foreign Language Resources,1264,3,108
851,Anatomy,788,3,440
852,Flora & Fauna,981,3,440
853,Genetics,982,3,440
854,Neuroscience,1226,3,440
855,Computer Education,1229,3,1227
856,Machine Learning & Artificial Intelligence,1299,3,1227
857,Atmospheric Science,1254,3,1168
858,Geology,443,3,1168
859,Paleontology,1169,3,1168
860,Water & Marine Sciences,441,3,1168
861,Climate Change & Global Warming,1255,3,442
862,Robotics,1141,3,231
863,Statistics,1252,3,436
864,Apparel Services,1228,3,68
865,Athletic Apparel,983,3,68
866,Casual Apparel,984,3,68
867,Children's Clothing,985,3,68
868,Clothing Accessories,124,3,68
869,Costumes,988,3,68
870,Eyewear,989,3,68
871,Footwear,697,3,68
872,Formal Wear,990,3,68
873,Headwear,991,3,68
874,Men's Clothing,992,3,68
875,Outerwear,993,3,68
876,Sleepwear,994,3,68
877,Swimwear,995,3,68
878,Undergarments,530,3,68
879,Uniforms & Workwear,996,3,68
880,Women's Clothing,997,3,68
881,Consumer Advocacy & Protection,97,3,69
882,Coupons & Discount Offers,365,3,69
883,Customer Services,450,3,69
884,Product Reviews & Price Comparisons,353,3,69
885,Entertainment Media Rentals,1144,3,1143
886,Cards & Greetings,100,3,70
887,Flowers,323,3,70
888,Gifts,99,3,70
889,Party & Holiday Supplies,324,3,70
890,Stock Photography,574,3,576
891,Sports Memorabilia,1083,3,263
892,Boxing,515,3,514
893,Martial Arts,516,3,514
894,Wrestling,512,3,514
895,Drag & Street Racing,1206,3,554
896,Stunts & Dangerous Feats,1207,3,554
897,Golf,261,3,1000
898,Gymnastics,519,3,1000
899,Racquet Sports,262,3,1000
900,Skate Sports,1126,3,1000
901,Track & Field,518,3,1000
902,American Football,258,3,1001
903,Baseball,259,3,1001
904,Basketball,264,3,1001
905,Cheerleading,534,3,1001
906,Cricket,296,3,1001
907,Handball,1017,3,1001
908,Hockey,260,3,1001
909,Rugby,517,3,1001
910,Soccer,294,3,1001
911,Volleyball,699,3,1001
912,Ice Skating,1149,3,265
913,Skiing & Snowboarding,1148,3,265
914,Olympics,513,3,1198
915,Airport Parking & Transportation,1245,3,203
916,Adventure Travel,707,3,1004
917,Agritourism,1389,3,1004
918,Ecotourism,1005,3,1004
919,Sightseeing Tours,1390,3,1004
920,Vineyards & Wine Tourism,1391,3,1004
921,Beaches & Islands,1074,3,208
922,Historical Sites & Buildings,1006,3,208
923,Lakes & Rivers,1120,3,208
924,Mountain & Ski Resorts,1119,3,208
925,Regional Parks & Gardens,1007,3,208
926,Theme Parks,1008,3,208
927,Tourist Boards & Visitor Centers,1392,3,1010
928,Vacation Offers,1019,3,1010
